1.623541147724785816e+01,2.242000000000000000e+03,-1.000000000000000000e+00,2.242000000000000000e+03
1.608191866323064190e+01,2.243000000000000000e+03,-1.000000000000000000e+00,2.243000000000000000e+03
1.590940301787347089e+01,2.245000000000000000e+03,-1.000000000000000000e+00,2.245000000000000000e+03
1.575323683373204631e+01,2.246000000000000000e+03,-1.000000000000000000e+00,2.246000000000000000e+03
1.561274051507930771e+01,2.247000000000000000e+03,-1.000000000000000000e+00,2.247000000000000000e+03
1.548637231153135474e+01,2.248000000000000000e+03,-1.000000000000000000e+00,2.248000000000000000e+03
1.537768195325643106e+01,2.249000000000000000e+03,-1.000000000000000000e+00,2.249000000000000000e+03
1.528115811953120229e+01,2.250000000000000000e+03,-1.000000000000000000e+00,2.250000000000000000e+03
1.519606306890463365e+01,2.251000000000000000e+03,-1.000000000000000000e+00,2.251000000000000000e+03
1.512417848090099604e+01,2.252000000000000000e+03,-1.000000000000000000e+00,2.252000000000000000e+03
1.506695930581168419e+01,2.253000000000000000e+03,-1.000000000000000000e+00,2.253000000000000000e+03
1.501702018833166008e+01,2.254000000000000000e+03,-1.000000000000000000e+00,2.254000000000000000e+03
1.497578153948224866e+01,2.255000000000000000e+03,-1.000000000000000000e+00,2.255000000000000000e+03
1.494109264928276737e+01,2.256000000000000000e+03,-1.000000000000000000e+00,2.256000000000000000e+03
1.491597662615405362e+01,2.257000000000000000e+03,-1.000000000000000000e+00,2.257000000000000000e+03
1.489497508116089719e+01,2.258000000000000000e+03,-1.000000000000000000e+00,2.258000000000000000e+03
1.488396628560558810e+01,2.259000000000000000e+03,-1.000000000000000000e+00,2.259000000000000000e+03
1.488310036164109995e+01,2.260000000000000000e+03,-1.000000000000000000e+00,2.260000000000000000e+03
1.487877999377391802e+01,2.260000000000000000e+03,-1.000000000000000000e+00,2.260000000000000000e+03
1.487266251542770412e+01,2.261000000000000000e+03,-1.000000000000000000e+00,2.261000000000000000e+03
1.486902106466712681e+01,2.262000000000000000e+03,-1.000000000000000000e+00,2.262000000000000000e+03
1.487048321702843978e+01,2.263000000000000000e+03,-1.000000000000000000e+00,2.263000000000000000e+03
1.487224123459721881e+01,2.264000000000000000e+03,-1.000000000000000000e+00,2.264000000000000000e+03
1.486963577045021268e+01,2.265000000000000000e+03,-1.000000000000000000e+00,2.265000000000000000e+03
1.486386045640989728e+01,2.266000000000000000e+03,-1.000000000000000000e+00,2.266000000000000000e+03
1.485324044232492291e+01,2.267000000000000000e+03,-1.000000000000000000e+00,2.267000000000000000e+03
1.484224528942082877e+01,2.268000000000000000e+03,-1.000000000000000000e+00,2.268000000000000000e+03
1.482993302690363713e+01,2.270000000000000000e+03,-1.000000000000000000e+00,2.270000000000000000e+03
1.481374253221400572e+01,2.270000000000000000e+03,-1.000000000000000000e+00,2.270000000000000000e+03
1.480027616722371064e+01,2.271000000000000000e+03,-1.000000000000000000e+00,2.271000000000000000e+03
