timestamp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,date
2587,172,282,-9805,5,-1,-7,03/03/2022 11:12:28
2588,181,315,-9762,6,-1,-7,03/03/2022 11:12:28
2589,153,282,-9815,2,0,-7,03/03/2022 11:12:28
2590,162,287,-9738,6,-2,-6,03/03/2022 11:12:28
2591,172,287,-9791,5,0,-7,03/03/2022 11:12:28
2592,153,272,-9810,4,0,-7,03/03/2022 11:12:28
2593,153,277,-9757,5,-2,-6,03/03/2022 11:12:28
2594,162,258,-9762,3,0,-7,03/03/2022 11:12:28
2595,157,296,-9820,4,-1,-7,03/03/2022 11:12:28
2596,162,277,-9777,6,-1,-7,03/03/2022 11:12:28
2597,153,272,-9820,4,-2,-7,03/03/2022 11:12:28
2598,138,287,-9820,3,0,-7,03/03/2022 11:12:28
2599,157,311,-9786,5,0,-7,03/03/2022 11:12:28
2600,162,301,-9781,7,-1,-7,03/03/2022 11:12:28
2601,191,277,-9757,3,0,-6,03/03/2022 11:12:28
2602,181,306,-9767,7,-1,-7,03/03/2022 11:12:28
2603,143,277,-9796,4,-1,-7,03/03/2022 11:12:28
2604,162,287,-9757,3,-1,-7,03/03/2022 11:12:28
2605,167,291,-9757,3,0,-7,03/03/2022 11:12:28
2606,181,263,-9786,4,-2,-7,03/03/2022 11:12:29
2607,157,263,-9801,6,-1,-6,03/03/2022 11:12:29
2608,157,282,-9801,6,-2,-7,03/03/2022 11:12:29
2609,148,315,-9815,6,-2,-7,03/03/2022 11:12:29
2610,181,296,-9757,4,0,-6,03/03/2022 11:12:29
2611,177,272,-9781,6,-1,-7,03/03/2022 11:12:29
2612,177,272,-9734,7,-2,-7,03/03/2022 11:12:29
2613,172,287,-9757,7,-1,-7,03/03/2022 11:12:29
2614,157,291,-9796,4,-1,-6,03/03/2022 11:12:29
2615,177,277,-9791,6,-2,-6,03/03/2022 11:12:29
2616,172,287,-9801,2,-1,-7,03/03/2022 11:12:29
2617,162,287,-9829,6,-2,-7,03/03/2022 11:12:29
2618,167,287,-9810,1,-1,-6,03/03/2022 11:12:29
2619,167,272,-9829,6,-2,-7,03/03/2022 11:12:29
2620,191,277,-9829,2,-1,-7,03/03/2022 11:12:29
2621,162,277,-9810,4,-1,-6,03/03/2022 11:12:29
2622,181,272,-9777,5,-1,-7,03/03/2022 11:12:29
2623,172,282,-9796,4,-1,-7,03/03/2022 11:12:29
2624,191,253,-9762,4,0,-7,03/03/2022 11:12:29
2625,181,277,-9820,3,-1,-7,03/03/2022 11:12:29
2626,162,287,-9777,4,-2,-6,03/03/2022 11:12:30
2627,172,296,-9810,6,-2,-7,03/03/2022 11:12:30
2628,177,296,-9820,6,-2,-7,03/03/2022 11:12:30
2629,157,272,-9781,6,-2,-7,03/03/2022 11:12:30
2630,191,277,-9796,3,0,-7,03/03/2022 11:12:30
2631,153,282,-9829,3,-1,-7,03/03/2022 11:12:30
2632,172,277,-9767,3,-1,-6,03/03/2022 11:12:30
2633,157,272,-9791,4,-1,-7,03/03/2022 11:12:30
2634,167,282,-9767,4,-2,-6,03/03/2022 11:12:30
2635,162,272,-9753,4,-1,-6,03/03/2022 11:12:30
2636,177,267,-9820,4,-1,-7,03/03/2022 11:12:30
2637,138,296,-9767,3,-1,-6,03/03/2022 11:12:30
2638,191,296,-9791,7,-2,-8,03/03/2022 11:12:30
2639,167,282,-9801,2,-1,-7,03/03/2022 11:12:30
2640,172,287,-9762,5,0,-7,03/03/2022 11:12:30
2641,167,296,-9801,4,0,-7,03/03/2022 11:12:30
2642,172,282,-9777,7,-2,-6,03/03/2022 11:12:30
2643,162,258,-9772,3,0,-7,03/03/2022 11:12:30
2644,167,282,-9762,6,-1,-6,03/03/2022 11:12:30
2645,196,277,-9777,5,0,-7,03/03/2022 11:12:30
2646,148,287,-9748,2,0,-7,03/03/2022 11:12:31
2647,157,301,-9820,5,-1,-7,03/03/2022 11:12:31
2648,153,287,-9815,2,-1,-7,03/03/2022 11:12:31
2649,177,296,-9796,5,-1,-7,03/03/2022 11:12:31
2650,172,287,-9820,6,-2,-7,03/03/2022 11:12:31
2651,181,301,-9748,7,-2,-7,03/03/2022 11:12:31
2652,181,287,-9791,5,-1,-7,03/03/2022 11:12:31
2653,162,320,-9753,3,0,-7,03/03/2022 11:12:31
2654,172,291,-9757,3,0,-7,03/03/2022 11:12:31
2655,157,282,-9834,2,-1,-7,03/03/2022 11:12:31
2656,162,272,-9805,4,-1,-6,03/03/2022 11:12:31
2657,172,277,-9757,6,-1,-6,03/03/2022 11:12:31
2658,177,277,-9839,3,-1,-7,03/03/2022 11:12:31
2659,148,287,-9810,2,-1,-7,03/03/2022 11:12:31
2660,167,277,-9824,3,0,-7,03/03/2022 11:12:31
2661,177,296,-9810,4,0,-7,03/03/2022 11:12:31
2662,177,272,-9777,5,-1,-6,03/03/2022 11:12:31
2663,172,287,-9772,5,-1,-7,03/03/2022 11:12:31
2664,167,263,-9801,4,-2,-6,03/03/2022 11:12:31
2665,177,301,-9757,2,0,-7,03/03/2022 11:12:31
2666,157,282,-9815,7,-3,-6,03/03/2022 11:12:32
2667,138,277,-9796,3,-1,-7,03/03/2022 11:12:32
2668,181,258,-9801,8,-2,-7,03/03/2022 11:12:32
2669,153,296,-9829,6,-1,-7,03/03/2022 11:12:32
2670,148,277,-9848,8,-2,-6,03/03/2022 11:12:32
2671,177,282,-9777,7,-2,-7,03/03/2022 11:12:32
2672,157,301,-9824,3,-1,-7,03/03/2022 11:12:32
2673,162,282,-9777,4,-2,-7,03/03/2022 11:12:32
2674,181,267,-9786,6,-2,-6,03/03/2022 11:12:32
2675,167,267,-9834,5,-1,-6,03/03/2022 11:12:32
2676,186,282,-9767,3,0,-6,03/03/2022 11:12:32
2677,157,315,-9839,2,0,-7,03/03/2022 11:12:32
2678,167,287,-9805,3,0,-7,03/03/2022 11:12:32
2679,200,301,-9829,4,5,-7,03/03/2022 11:12:32
2680,119,263,-9834,7,-1,-7,03/03/2022 11:12:32
2681,153,263,-9786,6,-2,-7,03/03/2022 11:12:32
2682,138,291,-9753,9,-6,-7,03/03/2022 11:12:32
2683,172,282,-9729,7,-3,-7,03/03/2022 11:12:32
2684,186,263,-9858,6,0,-6,03/03/2022 11:12:32
2685,138,320,-9791,6,-2,-7,03/03/2022 11:12:32
2686,162,306,-9757,4,-2,-7,03/03/2022 11:12:33
2687,167,267,-9796,5,-2,-7,03/03/2022 11:12:33
2688,196,291,-9978,7,5,-7,03/03/2022 11:12:33
2689,143,272,-9576,3,0,-7,03/03/2022 11:12:33
2690,167,296,-9743,2,-4,-7,03/03/2022 11:12:33
2691,186,267,-9844,2,0,-6,03/03/2022 11:12:33
2692,234,267,-9820,8,0,-7,03/03/2022 11:12:33
2693,210,248,-9762,4,-2,-6,03/03/2022 11:12:33
2694,153,315,-9791,4,-1,-7,03/03/2022 11:12:33
2695,172,277,-9820,4,0,-7,03/03/2022 11:12:33
2696,191,277,-9801,6,-2,-7,03/03/2022 11:12:33
