timestamp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,date
2918,172,291,-9767,7,-2,-7,03/03/2022 11:13:09
2919,162,282,-9805,4,-1,-7,03/03/2022 11:13:10
2920,143,267,-9810,2,0,-7,03/03/2022 11:13:10
2921,172,282,-9777,6,-2,-6,03/03/2022 11:13:10
2922,148,296,-9848,5,-1,-6,03/03/2022 11:13:10
2923,162,277,-9777,3,-1,-7,03/03/2022 11:13:10
2924,153,291,-9777,2,-1,-6,03/03/2022 11:13:10
2925,157,311,-9834,5,-2,-6,03/03/2022 11:13:10
2926,177,311,-9815,3,0,-6,03/03/2022 11:13:10
2927,191,277,-9786,3,-1,-7,03/03/2022 11:13:10
2928,172,263,-9853,6,-3,-7,03/03/2022 11:13:10
2929,172,291,-9767,5,0,-7,03/03/2022 11:13:10
2930,162,296,-9777,4,-1,-7,03/03/2022 11:13:10
2931,153,291,-9767,5,0,-6,03/03/2022 11:13:10
2932,167,311,-9781,3,0,-6,03/03/2022 11:13:10
2933,181,296,-9834,2,-1,-7,03/03/2022 11:13:10
2934,167,291,-9805,2,-2,-7,03/03/2022 11:13:10
2935,200,311,-9810,2,0,-6,03/03/2022 11:13:10
2936,162,291,-9815,3,0,-7,03/03/2022 11:13:10
2937,172,287,-9767,4,-1,-6,03/03/2022 11:13:10
2938,186,291,-9824,6,0,-7,03/03/2022 11:13:10
2939,172,272,-9815,5,-1,-7,03/03/2022 11:13:10
2940,172,267,-9767,8,-1,-6,03/03/2022 11:13:11
2941,186,267,-9801,7,-1,-7,03/03/2022 11:13:11
2942,177,296,-9801,3,-2,-6,03/03/2022 11:13:11
2943,177,287,-9791,7,-3,-7,03/03/2022 11:13:11
2944,143,301,-9848,3,-1,-7,03/03/2022 11:13:11
2945,167,296,-9786,6,-2,-7,03/03/2022 11:13:11
2946,191,277,-9815,2,0,-7,03/03/2022 11:13:11
2947,162,287,-9844,5,-1,-7,03/03/2022 11:13:11
2948,177,277,-9753,7,-1,-7,03/03/2022 11:13:11
2949,177,282,-9772,7,-2,-7,03/03/2022 11:13:11
2950,162,315,-9781,1,0,-7,03/03/2022 11:13:11
2951,181,277,-9738,3,0,-6,03/03/2022 11:13:11
2952,186,267,-9815,6,-2,-7,03/03/2022 11:13:11
2953,172,277,-9810,4,-2,-7,03/03/2022 11:13:11
2954,181,291,-9738,6,-1,-7,03/03/2022 11:13:11
2955,162,267,-9853,4,-1,-7,03/03/2022 11:13:11
2956,138,301,-9824,5,-3,-7,03/03/2022 11:13:11
2957,143,287,-9829,5,-1,-6,03/03/2022 11:13:11
2958,167,277,-9815,5,0,-7,03/03/2022 11:13:11
2959,177,272,-9772,3,-1,-7,03/03/2022 11:13:11
2960,196,306,-9753,2,-1,-7,03/03/2022 11:13:12
2961,167,287,-9810,2,-1,-6,03/03/2022 11:13:12
2962,177,282,-9738,3,0,-7,03/03/2022 11:13:12
2963,157,311,-9820,2,-1,-7,03/03/2022 11:13:12
2964,177,272,-9805,5,-3,-6,03/03/2022 11:13:12
2965,157,282,-9820,8,-1,-7,03/03/2022 11:13:12
2966,172,296,-9810,2,0,-7,03/03/2022 11:13:12
2967,148,282,-9777,5,0,-7,03/03/2022 11:13:12
2968,177,291,-9805,4,-1,-7,03/03/2022 11:13:12
2969,167,296,-9839,7,-3,-7,03/03/2022 11:13:12
