timestamp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,date
3584,181,282,-9781,3,0,-7,03/03/2022 11:14:36
3585,167,277,-9796,5,-1,-7,03/03/2022 11:14:36
3586,172,320,-9734,-1,0,-6,03/03/2022 11:14:36
3587,148,301,-9820,0,-1,-7,03/03/2022 11:14:36
3588,162,306,-9815,4,-1,-6,03/03/2022 11:14:36
3589,148,306,-9777,2,-1,-7,03/03/2022 11:14:36
3590,162,282,-9848,6,-3,-7,03/03/2022 11:14:36
3591,191,282,-9772,5,-2,-7,03/03/2022 11:14:36
3592,172,306,-9791,3,-1,-6,03/03/2022 11:14:36
3593,167,306,-9824,4,-1,-7,03/03/2022 11:14:36
3594,181,272,-9786,7,-1,-6,03/03/2022 11:14:36
3595,191,306,-9757,5,-1,-7,03/03/2022 11:14:37
3596,172,287,-9820,5,-1,-6,03/03/2022 11:14:37
3597,177,296,-9791,5,-1,-6,03/03/2022 11:14:37
3598,177,291,-9815,6,-2,-6,03/03/2022 11:14:37
3599,153,267,-9805,7,-1,-7,03/03/2022 11:14:37
3600,172,277,-9820,4,0,-7,03/03/2022 11:14:37
3601,148,277,-9834,5,-1,-7,03/03/2022 11:14:37
3602,177,301,-9777,4,-1,-7,03/03/2022 11:14:37
3603,177,267,-9767,5,0,-6,03/03/2022 11:14:37
3604,148,291,-9796,4,-1,-6,03/03/2022 11:14:37
3605,148,306,-9757,4,-1,-7,03/03/2022 11:14:37
3606,172,287,-9824,5,-1,-7,03/03/2022 11:14:37
3607,181,306,-9815,4,-2,-7,03/03/2022 11:14:37
3608,157,272,-9815,4,-2,-7,03/03/2022 11:14:37
3609,148,272,-9820,2,-1,-7,03/03/2022 11:14:37
3610,133,291,-9805,5,-2,-7,03/03/2022 11:14:37
3611,172,263,-9781,5,-1,-7,03/03/2022 11:14:37
3612,181,267,-9824,4,-1,-7,03/03/2022 11:14:37
3613,162,263,-9781,3,-1,-7,03/03/2022 11:14:37
3614,181,315,-9791,6,-1,-6,03/03/2022 11:14:37
3615,143,272,-9772,4,-1,-7,03/03/2022 11:14:38
3616,167,277,-9767,6,-1,-7,03/03/2022 11:14:38
3617,181,311,-9829,4,-1,-7,03/03/2022 11:14:38
3618,181,267,-9781,6,-2,-7,03/03/2022 11:14:38
3619,153,282,-9805,4,-1,-6,03/03/2022 11:14:38
3620,172,301,-9805,5,-1,-7,03/03/2022 11:14:38
3621,181,287,-9767,5,0,-7,03/03/2022 11:14:38
3622,186,296,-9791,6,-1,-7,03/03/2022 11:14:38
