3.200823899999999753e+02,2.506773900000000221e+00,3.270129999999999565e-02,9.302970099999999576e+00
3.217109899999999811e+02,2.545907900000000001e+00,2.847994400000000148e-01,9.662620600000000337e+00
3.209133100000000240e+02,2.360561500000000201e+00,2.036516499999999896e-01,1.099095499999999959e+01
3.250025200000000041e+02,2.705418200000000301e-02,3.261868800000000124e-01,1.243010699999999957e+01
3.266527600000000007e+02,2.856494299999999820e-01,7.537762500000000365e-01,1.368166599999999988e+01
3.261869200000001001e+02,2.631328100000000170e+00,1.851854099999999947e+00,1.460888599999999826e+01
3.265894000000000119e+02,9.978552800000000111e-01,2.302339600000000264e+00,1.571320000000000050e+01
3.287348900000000071e+02,4.474148399999999977e-03,2.447356600000000437e+00,1.653630700000000076e+01
3.296096900000000005e+02,7.556942100000000329e-01,3.036620200000000214e+00,1.702536900000000131e+01
3.301852700000000027e+02,1.504554899999999973e-01,3.567548500000000011e+00,1.761612999999999829e+01
3.317391099999999824e+02,1.263697000000000084e-02,3.462808599999999792e+00,1.810196399999999883e+01
3.331073400000000220e+02,1.296378800000000039e-02,3.423381100000000288e+00,1.861783799999999900e+01
3.322526799999999980e+02,1.430490300000000076e-03,3.542126899999999967e+00,1.863572299999999871e+01
3.319641899999999737e+02,1.261865999999999932e+00,3.542697700000000172e+00,1.875132199999999827e+01
3.322584400000000073e+02,-4.533128499999999721e-03,3.033212699999999984e+00,1.950889400000000151e+01
3.326981900000000110e+02,-3.622406799999999816e-02,2.155174300000000098e+00,2.045663199999999904e+01
3.337106999999999744e+02,-2.890501700000000160e-02,2.130120999999999931e+00,2.089645499999999956e+01
3.349233399999999961e+02,3.244518100000000349e-02,2.267387400000000053e+00,2.102755499999999955e+01
3.329221999999999753e+02,6.681917799999999297e-02,2.219327999999999967e+00,2.083617399999999975e+01
3.309151100000000270e+02,-1.798138499999999904e-02,1.573688299999999929e+00,2.070063499999999834e+01
3.283267399999999725e+02,1.317601699999999987e+00,1.296664700000000003e+00,2.039427600000000140e+01
3.264036500000000274e+02,3.151273600000000119e+00,5.513159300000000096e-01,2.022160699999999878e+01
3.236588600000000042e+02,3.726752400000000076e+00,-1.159485100000000046e-01,1.974100899999999825e+01
3.220601300000000151e+02,3.548648900000000328e+00,-5.432136600000000426e-01,1.984917400000000143e+01
3.204334400000000187e+02,4.010865700000000089e+00,-1.184954300000000016e+00,1.975339400000000012e+01
3.212297899999999800e+02,6.003475799999999918e-01,-1.232501999999999986e+00,1.977856999999999843e+01
3.195896799999999871e+02,3.598642000000000229e-01,-1.678045000000000009e+00,1.979985900000000143e+01
3.180445200000000909e+02,5.383360999999999841e-01,-1.522747199999999967e+00,1.943914099999999934e+01
3.167543499999999881e+02,5.920628399999999791e-01,-1.699706000000000161e+00,1.958416199999999918e+01
3.144978800000000092e+02,2.209165399999999835e+00,-1.998153000000000068e+00,1.949900200000000083e+01
3.133338200000000029e+02,1.636450299999999913e+00,-1.993150399999999989e+00,1.964935099999999935e+01
3.118162100000000123e+02,-7.715275899999999611e-03,-2.187443899999999886e+00,1.932839399999999941e+01
3.091821600000000103e+02,8.742593499999999629e-02,-1.859827499999999967e+00,1.916950900000000146e+01
3.078668499999999995e+02,2.996248599999999929e-01,-2.316410299999999811e+00,1.923562300000000036e+01
3.091451200000000199e+02,9.250396999999999093e-01,-2.456011900000000026e+00,1.927840099999999879e+01
3.084521500000000174e+02,2.017186300000000168e-02,-2.032363800000000165e+00,1.934002800000000022e+01
3.071421900000000278e+02,-1.002497800000000036e-02,-2.204217799999999894e+00,1.934207599999999871e+01
3.067214099999999917e+02,-1.698270399999999777e-02,-2.212139300000000031e+00,1.911273399999999967e+01
3.049138800000000060e+02,1.727690699999999913e+00,-2.153424900000000086e+00,1.886746700000000132e+01
3.042307500000000005e+02,2.123490799999999901e+00,-2.020366999999999802e+00,1.907370299999999830e+01
3.032929800000000000e+02,-4.211119299999999815e-03,-2.674498400000000053e+00,1.923870399999999847e+01
3.030388100000000122e+02,-2.403861399999999982e-02,-2.607590200000000191e+00,1.933070700000000031e+01
3.035975900000000252e+02,-1.897464399999999884e-02,-2.552693000000000101e+00,1.974182000000000059e+01
3.040344999999999800e+02,-3.489681000000000120e-03,-2.394882299999999464e+00,1.982902100000000090e+01
